ts_code,symbol,name,enname,aliases
1101.TW,1101.TW,台泥,,
1102.TW,1102.TW,亞泥,,
1103.TW,1103.TW,嘉泥,,
1104.TW,1104.TW,環泥,,
1108.TW,1108.TW,幸福,,
1109.TW,1109.TW,信大,,
1110.TW,1110.TW,東泥,,
1201.TW,1201.TW,味全,,
1203.TW,1203.TW,味王,,
1210.TW,1210.TW,大成,,
1213.TW,1213.TW,大飲,,
1215.TW,1215.TW,卜蜂,,
1216.TW,1216.TW,統一,,统一|Uni-President
1217.TW,1217.TW,愛之味,,
1218.TW,1218.TW,泰山,,
1219.TW,1219.TW,福壽,,
1220.TW,1220.TW,台榮,,
1225.TW,1225.TW,福懋油,,
1227.TW,1227.TW,佳格,,
1229.TW,1229.TW,聯華,,
1231.TW,1231.TW,聯華食,,
1232.TW,1232.TW,大統益,,
1233.TW,1233.TW,天仁,,
1234.TW,1234.TW,黑松,,
1235.TW,1235.TW,興泰,,
1236.TW,1236.TW,宏亞,,
1256.TW,1256.TW,鮮活果汁-KY,,
1301.TW,1301.TW,台塑,,台塑|Formosa Plastics
1303.TW,1303.TW,南亞,,南亚|Nan Ya
1304.TW,1304.TW,台聚,,
1305.TW,1305.TW,華夏,,
1307.TW,1307.TW,三芳,,
1308.TW,1308.TW,亞聚,,
1309.TW,1309.TW,台達化,,
1310.TW,1310.TW,台苯,,
1312.TW,1312.TW,國喬,,
1313.TW,1313.TW,聯成,,
1314.TW,1314.TW,中石化,,
1315.TW,1315.TW,達新,,
1316.TW,1316.TW,上曜,,
1319.TW,1319.TW,東陽,,
1321.TW,1321.TW,大洋,,
1323.TW,1323.TW,永裕,,
1324.TW,1324.TW,地球,,
1325.TW,1325.TW,恆大,,
1326.TW,1326.TW,台化,,
1337.TW,1337.TW,再生-KY,,
1338.TW,1338.TW,廣華-KY,,
1339.TW,1339.TW,昭輝,,
1340.TW,1340.TW,勝悅-KY,,
1341.TW,1341.TW,富林-KY,,
1342.TW,1342.TW,八貫,,
1402.TW,1402.TW,遠東新,,
1409.TW,1409.TW,新纖,,
1410.TW,1410.TW,南染,,
1413.TW,1413.TW,宏洲,,
1414.TW,1414.TW,東和,,
1416.TW,1416.TW,廣豐,,
1417.TW,1417.TW,嘉裕,,
1418.TW,1418.TW,東華,,
1419.TW,1419.TW,新紡,,
1423.TW,1423.TW,利華,,
1432.TW,1432.TW,大魯閣,,
1434.TW,1434.TW,福懋,,
1435.TW,1435.TW,中福,,
1436.TW,1436.TW,華友聯,,
1437.TW,1437.TW,勤益控,,
1438.TW,1438.TW,三地開發,,
1439.TW,1439.TW,雋揚,,
1440.TW,1440.TW,南紡,,
1441.TW,1441.TW,大東,,
1442.TW,1442.TW,名軒,,
1443.TW,1443.TW,立益物流,,
1444.TW,1444.TW,力麗,,
1445.TW,1445.TW,大宇,,
1446.TW,1446.TW,宏和,,
1447.TW,1447.TW,力鵬,,
1449.TW,1449.TW,佳和,,
1451.TW,1451.TW,年興,,
1452.TW,1452.TW,宏益,,
1453.TW,1453.TW,大將,,
1454.TW,1454.TW,台富,,
1455.TW,1455.TW,集盛,,
1456.TW,1456.TW,怡華,,
1457.TW,1457.TW,宜進,,
1459.TW,1459.TW,聯發,,
1460.TW,1460.TW,宏遠,,
1463.TW,1463.TW,強盛新,,
1464.TW,1464.TW,得力,,
1465.TW,1465.TW,偉全,,
1466.TW,1466.TW,聚隆,,
1467.TW,1467.TW,南緯,,
1468.TW,1468.TW,昶和,,
1470.TW,1470.TW,大統新創,,
1471.TW,1471.TW,首利,,
1472.TW,1472.TW,三洋實業,,
1473.TW,1473.TW,台南,,
1474.TW,1474.TW,弘裕,,
1475.TW,1475.TW,業旺,,
1476.TW,1476.TW,儒鴻,,
1477.TW,1477.TW,聚陽,,
1503.TW,1503.TW,士電,,
1504.TW,1504.TW,東元,,
1506.TW,1506.TW,正道,,
1512.TW,1512.TW,瑞利,,
1513.TW,1513.TW,中興電,,
1514.TW,1514.TW,亞力,,
1515.TW,1515.TW,力山,,
1516.TW,1516.TW,川飛,,
1517.TW,1517.TW,利奇,,
1519.TW,1519.TW,華城,,
1521.TW,1521.TW,大億,,
1522.TW,1522.TW,堤維西,,
1524.TW,1524.TW,耿鼎,,
1525.TW,1525.TW,江申,,
1526.TW,1526.TW,日馳,,
1527.TW,1527.TW,鑽全,,
1528.TW,1528.TW,恩德,,
1529.TW,1529.TW,樂事綠能,,
1530.TW,1530.TW,亞崴,,
1531.TW,1531.TW,高林股,,
1532.TW,1532.TW,勤美,,
1533.TW,1533.TW,車王電,,
1535.TW,1535.TW,中宇,,
1536.TW,1536.TW,和大,,
1537.TW,1537.TW,廣隆,,
1538.TW,1538.TW,正峰,,
1539.TW,1539.TW,巨庭,,
1540.TW,1540.TW,喬福,,
1541.TW,1541.TW,錩泰,,
1558.TW,1558.TW,伸興,,
1560.TW,1560.TW,中砂,,
1563.TW,1563.TW,巧新,,
1568.TW,1568.TW,倉佑,,
1582.TW,1582.TW,信錦,,
1583.TW,1583.TW,程泰,,
1587.TW,1587.TW,吉茂,,
1589.TW,1589.TW,永冠-KY,,
1590.TW,1590.TW,亞德客-KY,,
1597.TW,1597.TW,直得,,
1598.TW,1598.TW,岱宇,,
1603.TW,1603.TW,華電,,
1604.TW,1604.TW,聲寶,,
1605.TW,1605.TW,華新,,
1608.TW,1608.TW,華榮,,
1609.TW,1609.TW,大亞,,
1611.TW,1611.TW,中電,,
1612.TW,1612.TW,宏泰,,
1614.TW,1614.TW,三洋電,,
1615.TW,1615.TW,大山,,
1616.TW,1616.TW,億泰,,
1617.TW,1617.TW,榮星,,
1618.TW,1618.TW,合機,,
1623.TW,1623.TW,大東電,,
1626.TW,1626.TW,艾美特-KY,,
1702.TW,1702.TW,南僑,,
1707.TW,1707.TW,葡萄王,,
1708.TW,1708.TW,東鹼,,
1709.TW,1709.TW,和益,,
1710.TW,1710.TW,東聯,,
1711.TW,1711.TW,永光,,
1712.TW,1712.TW,興農,,
1713.TW,1713.TW,國化,,
1714.TW,1714.TW,和桐,,
1717.TW,1717.TW,長興,,
1718.TW,1718.TW,中纖,,
1720.TW,1720.TW,生達,,
1721.TW,1721.TW,三晃,,
1722.TW,1722.TW,台肥,,
1723.TW,1723.TW,中碳,,
1725.TW,1725.TW,元禎,,
1726.TW,1726.TW,永記,,
1727.TW,1727.TW,中華化,,
1730.TW,1730.TW,花仙子,,
1731.TW,1731.TW,美吾華,,
1732.TW,1732.TW,毛寶,,
1733.TW,1733.TW,五鼎,,
1734.TW,1734.TW,杏輝,,
1735.TW,1735.TW,日勝化,,
1736.TW,1736.TW,喬山,,
1737.TW,1737.TW,臺鹽,,
1752.TW,1752.TW,南光,,
1760.TW,1760.TW,寶齡富錦,,
1762.TW,1762.TW,中化生,,
1773.TW,1773.TW,勝一,,
1776.TW,1776.TW,展宇,,
1783.TW,1783.TW,和康生,,
1786.TW,1786.TW,科妍,,
1789.TW,1789.TW,神隆,,
1795.TW,1795.TW,美時,,
1802.TW,1802.TW,台玻,,
1805.TW,1805.TW,寶徠,,
1806.TW,1806.TW,冠軍,,
1808.TW,1808.TW,潤隆,,
1809.TW,1809.TW,中釉,,
1810.TW,1810.TW,和成,,
1817.TW,1817.TW,凱撒衛,,
1903.TW,1903.TW,士紙,,
1904.TW,1904.TW,正隆,,
1905.TW,1905.TW,華紙,,
1906.TW,1906.TW,寶隆,,
1907.TW,1907.TW,永豐餘,,
1909.TW,1909.TW,榮成,,
2002.TW,2002.TW,中鋼,,中钢|China Steel
2006.TW,2006.TW,東和鋼鐵,,
2007.TW,2007.TW,燁興,,
2008.TW,2008.TW,高興昌,,
2009.TW,2009.TW,第一銅,,
2010.TW,2010.TW,春源,,
2012.TW,2012.TW,春雨,,
2013.TW,2013.TW,中鋼構,,
2014.TW,2014.TW,中鴻,,
2015.TW,2015.TW,豐興,,
2017.TW,2017.TW,官田鋼,,
2020.TW,2020.TW,美亞,,
2022.TW,2022.TW,聚亨,,
2023.TW,2023.TW,燁輝,,
2024.TW,2024.TW,志聯,,
2025.TW,2025.TW,千興,,
2027.TW,2027.TW,大成鋼,,
2028.TW,2028.TW,威致,,
2029.TW,2029.TW,盛餘,,
2030.TW,2030.TW,彰源,,
2031.TW,2031.TW,新光鋼,,
2032.TW,2032.TW,新鋼,,
2033.TW,2033.TW,佳大,,
2034.TW,2034.TW,允強,,
2038.TW,2038.TW,海光,,
2049.TW,2049.TW,上銀,,
2059.TW,2059.TW,川湖,,
2062.TW,2062.TW,橋椿,,
2069.TW,2069.TW,運錩,,
2072.TW,2072.TW,世紀風電,,
2101.TW,2101.TW,南港,,
2102.TW,2102.TW,泰豐,,
2103.TW,2103.TW,台橡,,
2104.TW,2104.TW,國際中橡,,
2105.TW,2105.TW,正新,,
2106.TW,2106.TW,建大,,
2107.TW,2107.TW,厚生,,
2108.TW,2108.TW,南帝,,
2109.TW,2109.TW,華豐,,
2114.TW,2114.TW,鑫永銓,,
2115.TW,2115.TW,六暉-KY,,
2201.TW,2201.TW,裕隆,,
2204.TW,2204.TW,中華,,
2206.TW,2206.TW,三陽工業,,
2207.TW,2207.TW,和泰車,,和泰车|Hotai
2208.TW,2208.TW,台船,,
2211.TW,2211.TW,長榮鋼,,
2227.TW,2227.TW,裕日車,,
2228.TW,2228.TW,劍麟,,
2231.TW,2231.TW,為升,,
2233.TW,2233.TW,宇隆,,
2236.TW,2236.TW,百達-KY,,
2239.TW,2239.TW,英利-KY,,
2241.TW,2241.TW,艾姆勒,,
2243.TW,2243.TW,宏旭-KY,,
2247.TW,2247.TW,汎德永業,,
2248.TW,2248.TW,華勝-KY,,
2250.TW,2250.TW,IKKA-KY,,
2301.TW,2301.TW,光寶科,,
2302.TW,2302.TW,麗正,,
2303.TW,2303.TW,聯電,,联电|UMC
2305.TW,2305.TW,全友,,
2308.TW,2308.TW,台達電,,台达电|Delta
2312.TW,2312.TW,金寶,,
2313.TW,2313.TW,華通,,
2314.TW,2314.TW,台揚,,
2316.TW,2316.TW,楠梓電,,
2317.TW,2317.TW,鴻海,,鸿海|Foxconn|Hon Hai|富士康
2321.TW,2321.TW,東訊,,
2323.TW,2323.TW,中環,,
2324.TW,2324.TW,仁寶,,
2327.TW,2327.TW,國巨*,,国巨|Yageo
2328.TW,2328.TW,廣宇,,
2329.TW,2329.TW,華泰,,
2330.TW,2330.TW,台積電,,台积电|TSMC
2331.TW,2331.TW,精英,,
2332.TW,2332.TW,友訊,,
2337.TW,2337.TW,旺宏,,
2338.TW,2338.TW,光罩,,
2340.TW,2340.TW,台亞,,
2342.TW,2342.TW,茂矽,,
2344.TW,2344.TW,華邦電,,
2345.TW,2345.TW,智邦,,
2347.TW,2347.TW,聯強,,
2348.TW,2348.TW,海悅,,
2349.TW,2349.TW,錸德,,
2351.TW,2351.TW,順德,,
2352.TW,2352.TW,佳世達,,
2353.TW,2353.TW,宏,,
2354.TW,2354.TW,鴻準,,
2355.TW,2355.TW,敬鵬,,
2356.TW,2356.TW,英業達,,
2357.TW,2357.TW,華碩,,华硕|ASUS
2359.TW,2359.TW,所羅門,,
2360.TW,2360.TW,致茂,,
2362.TW,2362.TW,藍天,,
2363.TW,2363.TW,矽統,,
2364.TW,2364.TW,倫飛,,
2365.TW,2365.TW,昆盈,,
2367.TW,2367.TW,燿華,,
2368.TW,2368.TW,金像電,,
2369.TW,2369.TW,菱生,,
2371.TW,2371.TW,大同,,
2373.TW,2373.TW,震旦行,,
2374.TW,2374.TW,佳能,,
2375.TW,2375.TW,凱美,,
2376.TW,2376.TW,技嘉,,
2377.TW,2377.TW,微星,,
2379.TW,2379.TW,瑞昱,,瑞昱|Realtek
2380.TW,2380.TW,虹光,,
2382.TW,2382.TW,廣達,,广达|Quanta
2383.TW,2383.TW,台光電,,
2385.TW,2385.TW,群光,,
2387.TW,2387.TW,精元,,
2388.TW,2388.TW,威盛,,
2390.TW,2390.TW,云辰,,
2392.TW,2392.TW,正崴,,
2393.TW,2393.TW,億光,,
2395.TW,2395.TW,研華,,研华|Advantech
2397.TW,2397.TW,友通,,
2399.TW,2399.TW,映泰,,
2401.TW,2401.TW,凌陽,,
2402.TW,2402.TW,毅嘉,,
2404.TW,2404.TW,漢唐,,
2405.TW,2405.TW,輔信,,
2406.TW,2406.TW,國碩,,
2408.TW,2408.TW,南亞科,,
2409.TW,2409.TW,友達,,
2412.TW,2412.TW,中華電,,中华电|Chunghwa Telecom
2413.TW,2413.TW,環科,,
2414.TW,2414.TW,精技,,
2415.TW,2415.TW,錩新,,
2417.TW,2417.TW,圓剛,,
2419.TW,2419.TW,仲琦,,
2420.TW,2420.TW,新巨,,
2421.TW,2421.TW,建準,,
2423.TW,2423.TW,固緯,,
2424.TW,2424.TW,隴華,,
2425.TW,2425.TW,承啟,,
2426.TW,2426.TW,鼎元,,
2427.TW,2427.TW,三商電,,
2428.TW,2428.TW,興勤,,
2429.TW,2429.TW,銘旺科,,
2430.TW,2430.TW,燦坤,,
2431.TW,2431.TW,聯昌,,
2433.TW,2433.TW,互盛電,,
2434.TW,2434.TW,統懋,,
2436.TW,2436.TW,偉詮電,,
2438.TW,2438.TW,翔耀,,
2439.TW,2439.TW,美律,,
2440.TW,2440.TW,太空梭,,
2441.TW,2441.TW,超豐,,
2442.TW,2442.TW,新美齊,,
2444.TW,2444.TW,兆勁,,
2449.TW,2449.TW,京元電子,,
2450.TW,2450.TW,神腦,,
2451.TW,2451.TW,創見,,
2453.TW,2453.TW,凌群,,
2454.TW,2454.TW,聯發科,,联发科|MediaTek
2455.TW,2455.TW,全新,,
2457.TW,2457.TW,飛宏,,
2458.TW,2458.TW,義隆,,
2459.TW,2459.TW,敦吉,,
2460.TW,2460.TW,建通,,
2461.TW,2461.TW,光群雷,,
2462.TW,2462.TW,良得電,,
2464.TW,2464.TW,盟立,,
2465.TW,2465.TW,麗臺,,
2466.TW,2466.TW,冠西電,,
2467.TW,2467.TW,志聖,,
2468.TW,2468.TW,華經,,
2471.TW,2471.TW,資通,,
2472.TW,2472.TW,立隆電,,
2474.TW,2474.TW,可成,,
2476.TW,2476.TW,鉅祥,,
2477.TW,2477.TW,美隆電,,
2478.TW,2478.TW,大毅,,
2480.TW,2480.TW,敦陽科,,
2481.TW,2481.TW,強茂,,
2482.TW,2482.TW,連宇,,
2483.TW,2483.TW,百容,,
2484.TW,2484.TW,希華,,
2485.TW,2485.TW,兆赫,,
2486.TW,2486.TW,一詮,,
2488.TW,2488.TW,漢平,,
2489.TW,2489.TW,瑞軒,,
2491.TW,2491.TW,吉祥全,,
2492.TW,2492.TW,華新科,,
2493.TW,2493.TW,揚博,,
2495.TW,2495.TW,普安,,
2496.TW,2496.TW,卓越,,
2497.TW,2497.TW,怡利電,,
2498.TW,2498.TW,宏達電,,
2501.TW,2501.TW,國建,,
2504.TW,2504.TW,國產,,
2505.TW,2505.TW,國揚,,
2506.TW,2506.TW,太設,,
2509.TW,2509.TW,全坤建,,
2511.TW,2511.TW,太子,,
2514.TW,2514.TW,龍邦,,
2515.TW,2515.TW,中工,,
2516.TW,2516.TW,新建,,
2520.TW,2520.TW,冠德,,
2524.TW,2524.TW,京城,,
2527.TW,2527.TW,宏璟,,
2528.TW,2528.TW,皇普,,
2530.TW,2530.TW,華建,,
2534.TW,2534.TW,宏盛,,
2535.TW,2535.TW,達欣工,,
2536.TW,2536.TW,宏普,,
2537.TW,2537.TW,聯上發,,
2538.TW,2538.TW,基泰,,
2539.TW,2539.TW,櫻花建,,
2540.TW,2540.TW,愛山林,,
2542.TW,2542.TW,興富發,,
2543.TW,2543.TW,皇昌,,
2545.TW,2545.TW,皇翔,,
2546.TW,2546.TW,根基,,
2547.TW,2547.TW,日勝生,,
2548.TW,2548.TW,華固,,
2597.TW,2597.TW,潤弘,,
2601.TW,2601.TW,益航,,
2603.TW,2603.TW,長榮,,长荣|Evergreen
2605.TW,2605.TW,新興,,
2606.TW,2606.TW,裕民,,
2607.TW,2607.TW,榮運,,
2608.TW,2608.TW,嘉里大榮,,
2609.TW,2609.TW,陽明,,阳明|Yang Ming
2610.TW,2610.TW,華航,,
2611.TW,2611.TW,志信,,
2612.TW,2612.TW,中航,,
2613.TW,2613.TW,中櫃,,
2614.TW,2614.TW,東森,,
2615.TW,2615.TW,萬海,,万海|Wan Hai
2616.TW,2616.TW,山隆,,
2617.TW,2617.TW,台航,,
2618.TW,2618.TW,長榮航,,
2630.TW,2630.TW,亞航,,
2633.TW,2633.TW,台灣高鐵,,
2634.TW,2634.TW,漢翔,,
2636.TW,2636.TW,台驊控股,,
2637.TW,2637.TW,慧洋-KY,,
2642.TW,2642.TW,宅配通,,
2645.TW,2645.TW,長榮航太,,
2646.TW,2646.TW,星宇航空,,
2701.TW,2701.TW,萬企,,
2702.TW,2702.TW,華園,,
2704.TW,2704.TW,國賓,,
2705.TW,2705.TW,六福,,
2706.TW,2706.TW,第一店,,
2707.TW,2707.TW,晶華,,
2712.TW,2712.TW,遠雄來,,
2722.TW,2722.TW,夏都,,
2723.TW,2723.TW,美食-KY,,
2727.TW,2727.TW,王品,,
2731.TW,2731.TW,雄獅,,
2739.TW,2739.TW,寒舍,,
2748.TW,2748.TW,雲品,,
2753.TW,2753.TW,八方雲集,,
2762.TW,2762.TW,世界健身-KY,,
2801.TW,2801.TW,彰銀,,
2812.TW,2812.TW,台中銀,,
2816.TW,2816.TW,旺旺保,,
2820.TW,2820.TW,華票,,
2832.TW,2832.TW,台產,,
2834.TW,2834.TW,臺企銀,,
2836.TW,2836.TW,高雄銀,,
2838.TW,2838.TW,聯邦銀,,
2845.TW,2845.TW,遠東銀,,
2849.TW,2849.TW,安泰銀,,
2850.TW,2850.TW,新產,,
2851.TW,2851.TW,中再保,,
2852.TW,2852.TW,第一保,,
2855.TW,2855.TW,統一證,,
2867.TW,2867.TW,三商壽,,
2880.TW,2880.TW,華南金,,
2881.TW,2881.TW,富邦金,,富邦金|Fubon
2882.TW,2882.TW,國泰金,,国泰金|Cathay
2883.TW,2883.TW,凱基金,,
2884.TW,2884.TW,玉山金,,玉山金|E.SUN
2885.TW,2885.TW,元大金,,元大金|Yuanta
2886.TW,2886.TW,兆豐金,,兆丰金|Mega
2887.TW,2887.TW,台新新光金,,
2889.TW,2889.TW,國票金,,
2890.TW,2890.TW,永豐金,,
2891.TW,2891.TW,中信金,,中信金|CTBC
2892.TW,2892.TW,第一金,,
2897.TW,2897.TW,王道銀行,,
2901.TW,2901.TW,欣欣,,
2903.TW,2903.TW,遠百,,
2904.TW,2904.TW,匯僑,,
2905.TW,2905.TW,三商,,
2906.TW,2906.TW,高林,,
2908.TW,2908.TW,特力,,
2910.TW,2910.TW,統領,,
2911.TW,2911.TW,麗嬰房,,
2912.TW,2912.TW,統一超,,统一超|7-11
2913.TW,2913.TW,農林,,
2915.TW,2915.TW,潤泰全,,
2923.TW,2923.TW,鼎固-KY,,
2929.TW,2929.TW,淘帝-KY,,
2939.TW,2939.TW,永邑-KY,,
2945.TW,2945.TW,三商家購,,
3002.TW,3002.TW,歐格,,
3003.TW,3003.TW,健和興,,
3004.TW,3004.TW,豐達科,,
3005.TW,3005.TW,神基,,
3006.TW,3006.TW,晶豪科,,
3008.TW,3008.TW,大立光,,大立光|Largan
3010.TW,3010.TW,華立,,
3011.TW,3011.TW,今皓,,
3013.TW,3013.TW,晟銘電,,
3014.TW,3014.TW,聯陽,,
3015.TW,3015.TW,全漢,,
3016.TW,3016.TW,嘉晶,,
3017.TW,3017.TW,奇鋐,,
3018.TW,3018.TW,隆銘綠能,,
3019.TW,3019.TW,亞光,,
3021.TW,3021.TW,鴻名,,
3022.TW,3022.TW,威強電,,
3023.TW,3023.TW,信邦,,
3024.TW,3024.TW,憶聲,,
3025.TW,3025.TW,星通,,
3026.TW,3026.TW,禾伸堂,,
3027.TW,3027.TW,盛達,,
3028.TW,3028.TW,增你強,,
3029.TW,3029.TW,零壹,,
3030.TW,3030.TW,德律,,
3031.TW,3031.TW,佰鴻,,
3032.TW,3032.TW,偉訓,,
3033.TW,3033.TW,威健,,
3034.TW,3034.TW,聯詠,,联咏|Novatek
3035.TW,3035.TW,智原,,
3036.TW,3036.TW,文曄,,
3037.TW,3037.TW,欣興,,
3038.TW,3038.TW,全台,,
3040.TW,3040.TW,遠見,,
3041.TW,3041.TW,揚智,,
3042.TW,3042.TW,晶技,,
3043.TW,3043.TW,科風,,
3044.TW,3044.TW,健鼎,,
3045.TW,3045.TW,台灣大,,台湾大|Taiwan Mobile
3046.TW,3046.TW,建,,
3047.TW,3047.TW,訊舟,,
3048.TW,3048.TW,益登,,
3049.TW,3049.TW,精金,,
3050.TW,3050.TW,鈺德,,
3051.TW,3051.TW,力特,,
3052.TW,3052.TW,夆典,,
3054.TW,3054.TW,立萬利,,
3055.TW,3055.TW,蔚華科,,
3056.TW,3056.TW,富華新,,
3057.TW,3057.TW,喬鼎,,
3058.TW,3058.TW,立德,,
3059.TW,3059.TW,華晶科,,
3060.TW,3060.TW,銘異,,
3062.TW,3062.TW,建漢,,
3090.TW,3090.TW,日電貿,,
3092.TW,3092.TW,鴻碩,,
3094.TW,3094.TW,聯傑,,
3130.TW,3130.TW,一零四,,
3135.TW,3135.TW,凌航,,
3138.TW,3138.TW,耀登,,
3149.TW,3149.TW,正達,,
3164.TW,3164.TW,景岳,,
3167.TW,3167.TW,大量,,
3168.TW,3168.TW,眾福科,,
3189.TW,3189.TW,景碩,,
3209.TW,3209.TW,全科,,
3229.TW,3229.TW,晟鈦,,
3231.TW,3231.TW,緯創,,
3257.TW,3257.TW,虹冠電,,
3266.TW,3266.TW,昇陽,,
3296.TW,3296.TW,勝德,,
3305.TW,3305.TW,昇貿,,
3308.TW,3308.TW,聯德,,
3311.TW,3311.TW,閎暉,,
3312.TW,3312.TW,弘憶股,,
3321.TW,3321.TW,同泰,,
3338.TW,3338.TW,泰碩,,
3346.TW,3346.TW,麗清,,
3356.TW,3356.TW,奇偶,,
3376.TW,3376.TW,新日興,,
3380.TW,3380.TW,明泰,,
3406.TW,3406.TW,玉晶光,,
3413.TW,3413.TW,京鼎,,
3416.TW,3416.TW,融程電,,
3419.TW,3419.TW,譁裕,,
3432.TW,3432.TW,台端,,
3437.TW,3437.TW,榮創,,
3443.TW,3443.TW,創意,,
3447.TW,3447.TW,展達,,
3450.TW,3450.TW,聯鈞,,
3481.TW,3481.TW,群創,,
3494.TW,3494.TW,誠研,,
3501.TW,3501.TW,維熹,,
3504.TW,3504.TW,揚明光,,
3515.TW,3515.TW,華擎,,
3518.TW,3518.TW,柏騰,,
3528.TW,3528.TW,安馳,,
3530.TW,3530.TW,晶相光,,
3532.TW,3532.TW,台勝科,,
3533.TW,3533.TW,嘉澤,,
3535.TW,3535.TW,晶彩科,,
3543.TW,3543.TW,州巧,,
3545.TW,3545.TW,敦泰,,
3550.TW,3550.TW,聯穎,,
3557.TW,3557.TW,嘉威,,
3563.TW,3563.TW,牧德,,
3576.TW,3576.TW,聯合再生,,
3583.TW,3583.TW,辛耘,,
3588.TW,3588.TW,通嘉,,
3591.TW,3591.TW,艾笛森,,
3592.TW,3592.TW,瑞鼎,,
3593.TW,3593.TW,力銘,,
3596.TW,3596.TW,智易,,
3605.TW,3605.TW,宏致,,
3607.TW,3607.TW,谷崧,,
3617.TW,3617.TW,碩天,,
3622.TW,3622.TW,洋華,,
3645.TW,3645.TW,達邁,,
3652.TW,3652.TW,精聯,,
3653.TW,3653.TW,健策,,
3661.TW,3661.TW,世芯-KY,,
3665.TW,3665.TW,貿聯-KY,,
3669.TW,3669.TW,圓展,,
3673.TW,3673.TW,TPK-KY,,
3679.TW,3679.TW,新至陞,,
3686.TW,3686.TW,達能,,
3694.TW,3694.TW,海華,,
3701.TW,3701.TW,大眾控,,
3702.TW,3702.TW,大聯大,,
3703.TW,3703.TW,欣陸,,
3704.TW,3704.TW,合勤控,,
3705.TW,3705.TW,永信,,
3706.TW,3706.TW,神達,,
3708.TW,3708.TW,上緯投控,,
3711.TW,3711.TW,日月光投控,,日月光|ASE
3712.TW,3712.TW,永崴投控,,
3714.TW,3714.TW,富采,,
3715.TW,3715.TW,定穎投控,,
3716.TW,3716.TW,中化控股,,
3717.TW,3717.TW,聯嘉投控,,
4104.TW,4104.TW,佳醫,,
4106.TW,4106.TW,雃博,,
4108.TW,4108.TW,懷特,,
4119.TW,4119.TW,旭富,,
4133.TW,4133.TW,亞諾法,,
4137.TW,4137.TW,麗豐-KY,,
4142.TW,4142.TW,國光生,,
4148.TW,4148.TW,全宇生技-KY,,
4155.TW,4155.TW,訊映,,
4164.TW,4164.TW,承業醫,,
4169.TW,4169.TW,泰宗,,
4178.TW,4178.TW,永笙-KY,,
4190.TW,4190.TW,佐登-KY,,
4306.TW,4306.TW,炎洲,,
4414.TW,4414.TW,如興,,
4426.TW,4426.TW,利勤,,
4438.TW,4438.TW,廣越,,
4439.TW,4439.TW,冠星-KY,,
4440.TW,4440.TW,宜新實業,,
4441.TW,4441.TW,振大環球,,
4526.TW,4526.TW,東台,,
4532.TW,4532.TW,瑞智,,
4536.TW,4536.TW,拓凱,,
4540.TW,4540.TW,全球傳動,,
4545.TW,4545.TW,銘鈺,,
4551.TW,4551.TW,智伸科,,
4552.TW,4552.TW,力達-KY,,
4555.TW,4555.TW,氣立,,
4557.TW,4557.TW,永新-KY,,
4560.TW,4560.TW,強信-KY,,
4562.TW,4562.TW,穎漢,,
4564.TW,4564.TW,元翎,,
4566.TW,4566.TW,時碩工業,,
4569.TW,4569.TW,六方科-KY,,
4571.TW,4571.TW,鈞興-KY,,
4572.TW,4572.TW,駐龍,,
4576.TW,4576.TW,大銀微系統,,
4581.TW,4581.TW,光隆精密-KY,,
4583.TW,4583.TW,台灣精銳,,
4585.TW,4585.TW,達明,,
4588.TW,4588.TW,玖鼎電力,,
4720.TW,4720.TW,德淵,,
4722.TW,4722.TW,國精化,,
4736.TW,4736.TW,泰博,,
4737.TW,4737.TW,華廣,,
4739.TW,4739.TW,康普,,
4746.TW,4746.TW,台耀,,
4755.TW,4755.TW,三福化,,
4763.TW,4763.TW,材料*-KY,,
4764.TW,4764.TW,雙鍵,,
4766.TW,4766.TW,南寶,,
4770.TW,4770.TW,上品,,
4771.TW,4771.TW,望隼,,
4807.TW,4807.TW,日成-KY,,
4904.TW,4904.TW,遠傳,,
4906.TW,4906.TW,正文,,
4912.TW,4912.TW,聯德控股-KY,,
4915.TW,4915.TW,致伸,,
4916.TW,4916.TW,事欣科,,
4919.TW,4919.TW,新唐,,
4927.TW,4927.TW,泰鼎-KY,,
4930.TW,4930.TW,燦星網,,
4934.TW,4934.TW,太極,,
4935.TW,4935.TW,茂林-KY,,
4938.TW,4938.TW,和碩,,和硕|Pegatron
4942.TW,4942.TW,嘉彰,,
4943.TW,4943.TW,康控-KY,,
4949.TW,4949.TW,有成精密,,
4952.TW,4952.TW,凌通,,
4956.TW,4956.TW,光鋐,,
4958.TW,4958.TW,臻鼎-KY,,
4960.TW,4960.TW,誠美材,,
4961.TW,4961.TW,天鈺,,
4967.TW,4967.TW,十銓,,
4968.TW,4968.TW,立積,,
4976.TW,4976.TW,佳凌,,
4977.TW,4977.TW,眾達-KY,,
4989.TW,4989.TW,榮科,,
4994.TW,4994.TW,傳奇,,
4999.TW,4999.TW,鑫禾,,
5007.TW,5007.TW,三星,,
5203.TW,5203.TW,訊連,,
5215.TW,5215.TW,科嘉-KY,,
5222.TW,5222.TW,全訊,,
5225.TW,5225.TW,東科-KY,,
5234.TW,5234.TW,達興材料,,
5243.TW,5243.TW,乙盛-KY,,
5244.TW,5244.TW,弘凱,,
5258.TW,5258.TW,虹堡,,
5269.TW,5269.TW,祥碩,,
5283.TW,5283.TW,禾聯碩,,
5284.TW,5284.TW,jpp-KY,,
